LOCATION : ;Brgy. Bagong Nayon Bridge, Rizal
2016-10-12 02:40:10;-0.4
2016-10-12 02:50:10;-0.41
2016-10-12 03:00:11;-0.4
2016-10-12 03:10:10;-0.4
2016-10-12 03:20:10;-0.41
2016-10-12 03:30:11;-0.41
2016-10-12 03:40:10;-0.41
2016-10-12 03:50:10;-0.41
2016-10-12 04:00:11;-0.41
2016-10-12 04:10:10;-0.41
2016-10-12 04:20:11;-0.41
2016-10-12 04:30:10;-0.41
2016-10-12 04:40:10;-0.41
2016-10-12 04:50:11;-0.41
2016-10-12 05:00:11;-0.41
2016-10-12 05:10:10;-0.41
2016-10-12 05:20:11;-0.41
2016-10-12 05:30:11;-0.41
2016-10-12 05:40:11;-0.41
2016-10-12 05:50:12;-0.41
2016-10-12 06:00:10;-0.4
2016-10-12 06:10:10;-0.4
2016-10-12 06:20:10;-0.4
2016-10-12 06:30:12;-0.4
2016-10-12 06:40:10;-0.4
2016-10-12 06:50:10;-0.39
2016-10-12 07:00:12;-0.41
2016-10-12 07:10:11;-0.4
2016-10-12 07:20:10;-0.39
2016-10-12 07:30:10;-0.39
2016-10-12 07:40:12;-0.39
2016-10-12 07:50:10;-0.39
2016-10-12 08:00:10;-0.39
2016-10-12 08:10:11;-0.4
2016-10-12 08:20:10;-0.4
2016-10-12 08:30:11;-0.41
2016-10-12 08:40:11;-0.41
2016-10-12 08:50:11;-0.42
2016-10-12 09:00:11;-0.41
2016-10-12 09:10:10;-0.43
2016-10-12 09:20:10;-0.42
2016-10-12 09:30:10;-0.43
2016-10-12 09:40:10;-0.44
2016-10-12 09:50:10;-0.44
2016-10-12 10:00:10;-0.43
2016-10-12 10:10:11;-0.44
2016-10-12 10:20:10;-0.43
2016-10-12 10:30:10;-0.43
2016-10-12 10:40:11;-0.44
2016-10-12 10:50:10;-0.43
2016-10-12 11:00:10;-0.43
2016-10-12 11:10:12;-0.44
2016-10-12 11:20:11;-0.44
2016-10-12 11:30:10;-0.45
2016-10-12 11:40:11;-0.44
2016-10-12 11:50:10;-0.45
2016-10-12 12:00:11;-0.46
2016-10-12 12:10:10;-0.45
2016-10-12 12:20:10;-0.45
2016-10-12 12:30:10;-0.46
2016-10-12 12:50:10;-0.45
2016-10-12 13:00:10;-0.44
2016-10-12 13:10:10;-0.45
2016-10-12 13:20:10;-0.45
2016-10-12 13:30:10;-0.45
2016-10-12 13:40:10;-0.44
2016-10-12 13:50:11;-0.45
2016-10-12 14:00:14;-0.45
2016-10-12 14:10:10;-0.37
2016-10-12 14:20:11;-0.02
2016-10-12 14:30:10;0.01
2016-10-12 14:40:11;-0.06
2016-10-12 14:50:10;-0.1
2016-10-12 15:00:10;-0.09
2016-10-12 15:10:10;-0.14
2016-10-12 15:20:10;-0.19
2016-10-12 15:30:10;-0.22
2016-10-12 15:40:10;-0.25
2016-10-12 15:50:11;-0.28
2016-10-12 16:00:10;-0.3
2016-10-12 16:10:11;-0.3
2016-10-12 16:20:12;-0.32
2016-10-12 16:30:10;-0.34
2016-10-12 16:40:10;-0.34
2016-10-12 16:50:10;-0.36
2016-10-12 17:00:11;-0.36
2016-10-12 17:10:10;-0.36
2016-10-12 17:20:11;-0.37
2016-10-12 17:30:10;-0.36
2016-10-12 17:40:10;-0.38
2016-10-12 17:50:10;-0.38
2016-10-12 18:00:10;-0.38
2016-10-12 18:10:10;-0.38
2016-10-12 18:20:10;-0.38
2016-10-12 18:30:11;-0.38
2016-10-12 18:40:10;-0.38
2016-10-12 18:50:10;-0.39
2016-10-12 19:00:10;-0.39
2016-10-12 19:10:10;-0.39
2016-10-12 19:20:12;-0.39
2016-10-12 19:30:10;-0.39
2016-10-12 19:40:10;-0.4
2016-10-12 19:50:10;-0.39
2016-10-12 20:00:10;-0.39
2016-10-12 20:10:12;-0.39
2016-10-12 20:20:11;-0.38
2016-10-12 20:30:11;-0.39
2016-10-12 20:40:10;-0.38
2016-10-12 20:50:10;-0.38
2016-10-12 21:00:10;-0.39
2016-10-12 21:10:10;-0.39
2016-10-12 21:20:10;-0.39
2016-10-12 21:30:10;-0.4
2016-10-12 21:40:10;-0.4
2016-10-12 21:50:11;-0.41
2016-10-12 22:00:10;-0.4
2016-10-12 22:10:11;-0.41
2016-10-12 22:20:10;-0.4
2016-10-12 22:30:11;-0.4
2016-10-12 22:40:10;-0.4
2016-10-12 22:50:10;-0.41
2016-10-12 23:00:11;-0.41
2016-10-12 23:10:10;-0.41
2016-10-12 23:20:11;-0.41
2016-10-12 23:30:10;-0.41
2016-10-12 23:40:10;-0.41
2016-10-12 23:50:10;-0.42
2016-10-13 00:00:11;-0.42
2016-10-13 00:10:10;-0.42
2016-10-13 00:20:12;-0.42
2016-10-13 00:30:10;-0.42
2016-10-13 00:40:11;-0.42
2016-10-13 00:50:10;-0.42
2016-10-13 01:00:10;-0.42
2016-10-13 01:10:10;-0.42
2016-10-13 01:20:10;-0.42
2016-10-13 01:30:10;-0.42
2016-10-13 01:40:10;-0.42
2016-10-13 01:50:11;-0.42
2016-10-13 02:00:10;-0.43
2016-10-13 02:10:10;-0.43
2016-10-13 02:20:10;-0.42
2016-10-13 02:30:12;-0.42
2016-10-13 02:40:10;-0.43
2016-10-13 02:50:10;-0.43
2016-10-13 03:00:10;-0.43
2016-10-13 03:10:10;-0.43
2016-10-13 03:20:10;-0.43
2016-10-13 03:30:11;-0.43
2016-10-13 03:40:12;-0.43
2016-10-13 03:50:10;-0.43
2016-10-13 04:00:10;-0.43
2016-10-13 04:10:10;-0.43
2016-10-13 04:20:11;-0.43
2016-10-13 04:30:11;-0.43
2016-10-13 04:40:10;-0.43
2016-10-13 04:50:10;-0.43
2016-10-13 05:00:10;-0.44
2016-10-13 05:10:10;-0.43
2016-10-13 05:20:10;-0.43
2016-10-13 05:30:10;-0.43
2016-10-13 05:40:10;-0.43
2016-10-13 05:50:10;-0.43
2016-10-13 06:00:10;-0.42
2016-10-13 06:10:10;-0.42
2016-10-13 06:20:10;-0.42
2016-10-13 06:30:10;-0.42
2016-10-13 06:40:10;-0.42
2016-10-13 06:50:12;-0.42
2016-10-13 07:00:11;-0.42
2016-10-13 07:10:10;-0.42
2016-10-13 07:20:10;-0.41
2016-10-13 07:30:11;-0.41
2016-10-13 07:40:11;-0.42
2016-10-13 07:50:10;-0.42
2016-10-13 08:00:11;-0.41
2016-10-14 02:20:10;-0.45
2016-10-14 02:30:11;-0.45
2016-10-14 02:40:10;-0.45
2016-10-14 02:50:10;-0.45
2016-10-14 03:00:10;-0.45
2016-10-14 03:10:10;-0.45
2016-10-14 03:20:12;-0.45
2016-10-14 03:30:11;-0.46
2016-10-14 03:40:11;-0.46
2016-10-14 03:50:10;-0.45
2016-10-14 04:00:10;-0.45
2016-10-14 04:10:10;-0.45
2016-10-14 04:20:10;-0.45
2016-10-14 04:30:11;-0.46
2016-10-14 04:40:11;-0.46
2016-10-14 04:50:10;-0.46
2016-10-14 05:00:10;-0.46
2016-10-14 05:10:11;-0.45
2016-10-14 05:20:11;-0.45
2016-10-14 05:30:10;-0.45
2016-10-14 05:40:10;-0.45
2016-10-14 05:50:10;-0.45
2016-10-14 06:00:11;-0.46
2016-10-14 06:10:10;-0.45
2016-10-14 06:20:10;-0.45
2016-10-14 06:30:10;-0.46
2016-10-14 06:40:10;-0.44
2016-10-14 06:50:11;-0.44
2016-10-14 07:00:10;-0.43
2016-10-14 07:10:11;-0.44
2016-10-14 07:20:10;-0.43
2016-10-14 07:30:10;-0.43
2016-10-14 07:40:10;-0.42
2016-10-14 07:50:10;-0.43
2016-10-14 08:00:10;-0.43
2016-10-14 08:10:10;-0.43
2016-10-14 08:20:10;-0.43
2016-10-14 08:30:10;-0.43
2016-10-14 08:40:12;-0.44
2016-10-14 08:50:11;-0.44
2016-10-14 09:00:11;-0.44
2016-10-14 09:10:10;-0.44
2016-10-14 09:20:10;-0.45
2016-10-14 09:30:10;-0.46
2016-10-14 09:40:12;-0.46
2016-10-14 09:50:11;-0.46
2016-10-14 10:00:10;-0.45
2016-10-14 10:10:11;-0.46
2016-10-14 10:20:10;-0.46
2016-10-14 10:30:10;-0.46
2016-10-14 10:40:10;-0.46
2016-10-14 10:50:12;-0.47
2016-10-14 11:00:10;-0.47
2016-10-14 11:10:10;-0.47
2016-10-14 11:20:10;-0.48
2016-10-14 11:30:10;-0.48
2016-10-14 11:40:10;-0.47
2016-10-14 12:00:10;-0.48
2016-10-14 12:10:10;-0.48
2016-10-14 12:20:10;-0.48
2016-10-14 12:30:10;-0.48
2016-10-14 12:40:10;-0.47
2016-10-14 12:50:11;-0.49
2016-10-14 13:00:10;-0.49
2016-10-14 13:10:12;-0.48
2016-10-14 13:20:10;-0.5
2016-10-14 13:30:12;-0.5
2016-10-14 13:40:11;-0.49
2016-10-14 13:50:10;-0.49
2016-10-14 14:00:10;-0.5
2016-10-14 14:10:10;-0.5
2016-10-14 14:20:10;-0.49
2016-10-14 14:30:11;-0.49
2016-10-14 14:40:11;-0.49
2016-10-14 14:50:11;-0.49
2016-10-14 15:00:10;-0.48
2016-10-14 15:10:12;-0.48
2016-10-14 15:20:11;-0.49
2016-10-14 15:30:10;-0.48
2016-10-14 15:40:10;-0.48
2016-10-14 15:50:12;-0.48
2016-10-14 16:00:10;-0.47
2016-10-14 16:10:11;-0.47
2016-10-14 16:20:10;-0.46
2016-10-14 16:30:10;-0.47
2016-10-14 16:40:11;-0.47
2016-10-14 16:50:10;-0.47
2016-10-14 17:00:11;-0.47
2016-10-14 17:10:10;-0.47
2016-10-14 17:20:10;-0.47
2016-10-14 17:30:10;-0.47
2016-10-14 17:40:11;-0.47
2016-10-14 17:50:10;-0.46
2016-10-14 18:00:10;-0.47
2016-10-14 18:10:11;-0.47
2016-10-14 18:20:10;-0.46
2016-10-14 18:30:10;-0.46
2016-10-14 18:40:10;-0.46
2016-10-14 18:50:10;-0.46
2016-10-14 19:00:10;-0.46
2016-10-14 19:10:12;-0.45
2016-10-14 19:20:10;-0.46
2016-10-14 19:30:10;-0.45
2016-10-14 19:40:10;-0.46
2016-10-14 19:50:10;-0.46
2016-10-14 20:00:10;-0.46
2016-10-14 20:10:11;-0.45
2016-10-14 20:20:11;-0.45
2016-10-14 20:30:10;-0.45
2016-10-14 20:40:10;-0.45
2016-10-14 20:50:10;-0.45
2016-10-14 21:00:10;-0.45
2016-10-14 21:10:11;-0.44
2016-10-14 21:20:10;-0.44
2016-10-14 21:30:12;-0.45
2016-10-14 21:40:11;-0.45
2016-10-14 21:50:10;-0.44
2016-10-14 22:00:10;-0.45
2016-10-14 22:10:10;-0.45
2016-10-14 22:20:10;-0.45
2016-10-14 22:30:15;-0.45
2016-10-14 22:40:12;-0.45
2016-10-14 22:50:10;-0.45
2016-10-14 23:00:10;-0.45
2016-10-14 23:10:11;-0.45
2016-10-14 23:20:10;-0.45
2016-10-14 23:30:10;-0.45
2016-10-14 23:40:10;-0.45
2016-10-14 23:50:12;-0.45
2016-10-15 00:00:11;-0.45
2016-10-15 00:10:11;-0.45
2016-10-15 00:20:10;-0.45
2016-10-15 00:30:12;-0.45
2016-10-15 00:40:10;-0.46
2016-10-15 00:50:10;-0.46
2016-10-15 01:00:10;-0.46
2016-10-15 01:10:11;-0.46
2016-10-15 01:20:10;-0.46
2016-10-15 01:30:10;-0.46
2016-10-15 01:40:10;-0.46
2016-10-15 01:50:10;-0.46
2016-10-15 02:00:10;-0.46
2016-10-15 02:10:11;-0.46
2016-10-15 02:20:12;-0.47
2016-10-15 02:30:10;-0.47
2016-10-15 02:40:10;-0.46
2016-10-15 02:50:10;-0.46
2016-10-15 03:00:10;-0.46
2016-10-15 03:10:10;-0.46
2016-10-15 03:20:10;-0.46
2016-10-15 03:30:10;-0.46
2016-10-15 03:40:10;-0.46
2016-10-15 03:50:10;-0.46
2016-10-15 04:00:11;-0.46
2016-10-15 04:10:10;-0.46
2016-10-15 04:20:10;-0.46
2016-10-15 04:30:10;-0.46
2016-10-15 04:40:10;-0.46
2016-10-15 04:50:10;-0.47
2016-10-15 05:00:10;-0.47
2016-10-15 05:10:10;-0.47
2016-10-15 05:20:11;-0.46
2016-10-15 05:30:10;-0.46
2016-10-15 05:40:10;-0.46
2016-10-15 05:50:10;-0.46
2016-10-15 06:00:10;-0.47
2016-10-15 06:10:11;-0.46
2016-10-15 06:20:10;-0.46
2016-10-15 06:30:10;-0.46
2016-10-15 06:40:10;-0.46
2016-10-15 06:50:10;-0.46
2016-10-15 07:00:10;-0.46
2016-10-15 07:10:11;-0.46
2016-10-15 07:20:11;-0.46
2016-10-15 07:30:12;-0.46
2016-10-15 07:40:11;-0.46
2016-10-15 07:50:11;-0.46
2016-10-15 08:00:10;-0.46
2016-10-15 08:10:11;-0.46
2016-10-15 08:20:10;-0.45
2016-10-15 08:30:14;-0.46
2016-10-15 08:40:11;-0.45
2016-10-15 08:50:10;-0.46
2016-10-15 09:00:10;-0.46
2016-10-15 09:10:10;-0.46
2016-10-15 09:20:12;-0.46
2016-10-15 09:30:10;-0.46
2016-10-15 09:40:10;-0.46
2016-10-15 09:50:10;-0.46
2016-10-15 10:00:10;-0.46
2016-10-15 10:10:10;-0.46
2016-10-15 10:20:10;-0.46
2016-10-15 10:30:10;-0.46
2016-10-15 10:40:10;-0.46
2016-10-15 10:50:11;-0.46
2016-10-15 11:00:10;-0.46
2016-10-15 11:10:11;-0.45
2016-10-15 11:20:11;-0.45
2016-10-15 11:30:11;-0.45
2016-10-15 11:40:11;-0.45
2016-10-15 11:50:10;-0.45
2016-10-15 12:00:10;-0.45
2016-10-15 12:10:10;-0.45
2016-10-15 12:20:10;-0.44
2016-10-15 12:30:10;-0.45
2016-10-15 12:40:10;-0.45
2016-10-15 12:50:10;-0.45
2016-10-15 13:00:10;-0.45
2016-10-15 13:10:12;-0.45
2016-10-15 13:20:10;-0.44
2016-10-15 13:30:10;-0.44
2016-10-15 13:40:10;-0.44
2016-10-15 13:50:10;-0.44
2016-10-15 14:00:15;-0.44
2016-10-15 14:10:11;-0.44
2016-10-15 14:20:10;-0.44
2016-10-15 14:30:12;-0.44
2016-10-15 14:40:11;-0.45
2016-10-15 14:50:10;-0.44
2016-10-15 15:00:10;-0.44
2016-10-15 15:10:11;-0.43
2016-10-15 15:20:11;-0.43
2016-10-15 15:30:10;-0.44
2016-10-15 15:40:18;-0.43
2016-10-15 15:50:10;-0.43
2016-10-15 16:00:10;-0.43
2016-10-15 16:10:10;-0.43
2016-10-15 16:20:10;-0.44
2016-10-15 16:30:10;-0.42
2016-10-15 16:40:10;-0.41
2016-10-15 16:50:10;-0.4
2016-10-15 17:00:10;-0.38
2016-10-15 17:10:10;-0.34
2016-10-15 17:20:10;-0.33
2016-10-15 17:30:10;-0.28
2016-10-15 17:40:10;-0.29
2016-10-15 17:50:15;-0.29
2016-10-15 18:00:10;-0.29
2016-10-15 18:10:11;-0.3
2016-10-15 18:20:10;-0.31
2016-10-15 18:30:10;-0.3
2016-10-15 18:40:10;-0.29
2016-10-15 18:50:11;-0.29
2016-10-15 19:00:11;-0.28
2016-10-15 19:10:14;-0.29
2016-10-15 19:20:10;-0.29
2016-10-15 19:30:10;-0.29
2016-10-15 19:40:11;-0.3
2016-10-15 19:50:10;-0.3
2016-10-15 20:00:10;-0.32
2016-10-15 20:10:11;-0.32
2016-10-15 20:20:11;-0.33
2016-10-15 20:30:12;-0.34
2016-10-15 20:40:11;-0.34
2016-10-15 20:50:10;-0.35
2016-10-15 21:00:12;-0.35
2016-10-15 21:10:10;-0.35
2016-10-15 21:20:10;-0.36
2016-10-15 21:30:10;-0.36
2016-10-15 21:40:11;-0.36
2016-10-15 21:50:10;-0.35
2016-10-15 22:00:11;-0.34
2016-10-15 22:10:10;-0.34
2016-10-15 22:20:10;-0.33
2016-10-15 22:30:12;-0.28
2016-10-15 22:40:10;-0.25
2016-10-15 22:50:11;-0.2
2016-10-15 23:00:10;-0.18
2016-10-15 23:10:10;-0.12
2016-10-15 23:20:10;-0.08
2016-10-15 23:30:11;-0.05
2016-10-15 23:40:10;-0.02
2016-10-15 23:50:10;0.02
2016-10-16 00:00:10;0.02
2016-10-16 00:10:10;0.01
2016-10-16 00:20:10;-0.02
2016-10-16 00:30:11;-0.05
2016-10-16 00:40:10;-0.08
2016-10-16 00:50:10;-0.11
2016-10-16 07:00:10;0.04
2016-10-16 07:10:10;0.08
2016-10-16 07:20:10;0.39
2016-10-16 07:30:11;0.61
2016-10-16 07:40:10;0.61
2016-10-16 07:50:10;0.56
2016-10-16 08:00:12;0.55
2016-10-16 08:10:10;0.47
2016-10-16 08:20:10;0.41
2016-10-16 08:30:10;0.27
2016-10-16 08:40:12;0.2
2016-10-16 08:50:10;0.15
2016-10-16 09:00:10;0.05
2016-10-16 09:10:12;0.02
2016-10-16 09:20:11;-0.01
2016-10-16 09:30:10;-0.04
2016-10-16 09:40:10;-0.06
2016-10-16 09:50:11;-0.09
2016-10-16 10:00:12;-0.1
2016-10-16 10:10:10;-0.12
2016-10-16 10:20:10;-0.13
2016-10-16 10:30:14;-0.15
2016-10-16 10:40:11;-0.15
2016-10-16 10:50:11;-0.17
2016-10-16 11:00:10;-0.18
2016-10-16 11:10:10;-0.19
2016-10-16 11:20:10;-0.2
2016-10-16 11:30:10;-0.2
2016-10-16 11:40:10;-0.22
2016-10-16 11:50:11;-0.22
2016-10-16 12:00:10;-0.22
2016-10-16 12:10:10;-0.24
2016-10-16 12:20:10;-0.24
2016-10-16 12:30:10;-0.25
2016-10-16 12:40:10;-0.26
2016-10-16 12:50:11;-0.25
2016-10-16 13:00:10;-0.26
2016-10-16 13:10:10;-0.26
2016-10-16 13:20:10;-0.27
2016-10-16 13:30:10;-0.28
2016-10-16 13:40:10;-0.28
2016-10-16 13:50:11;-0.29
2016-10-16 14:00:10;-0.29
2016-10-16 14:10:12;-0.28
2016-10-16 14:20:10;-0.29
2016-10-16 14:30:14;-0.29
2016-10-16 14:40:10;-0.3
2016-10-16 14:50:10;-0.3
2016-10-16 15:00:11;-0.31
2016-10-16 15:10:12;-0.32
2016-10-16 15:20:11;-0.32
2016-10-16 15:30:10;-0.32
2016-10-16 15:40:10;-0.32
2016-10-16 15:50:10;-0.32
2016-10-16 16:00:15;-0.33
2016-10-16 16:10:10;-0.33
2016-10-16 16:20:15;-0.33
2016-10-16 16:30:10;-0.33
2016-10-16 16:40:11;-0.33
2016-10-16 16:50:10;-0.33
2016-10-16 17:00:12;-0.33
2016-10-16 17:10:10;-0.33
2016-10-16 17:20:10;-0.33
2016-10-16 17:30:11;-0.33
2016-10-16 17:40:10;-0.33
2016-10-16 17:50:10;-0.33
2016-10-16 18:00:11;-0.33
2016-10-16 18:10:10;-0.33
2016-10-16 18:20:11;-0.33
2016-10-16 18:30:11;-0.34
2016-10-16 18:40:10;-0.33
2016-10-16 18:50:10;-0.33
2016-10-16 19:00:10;-0.34
2016-10-16 19:10:10;-0.33
2016-10-16 19:20:10;-0.34
2016-10-16 19:30:10;-0.34
2016-10-16 19:40:12;-0.34
2016-10-16 19:50:10;-0.35
2016-10-16 20:00:10;-0.34
2016-10-16 20:10:10;-0.35
2016-10-16 20:20:10;-0.35
2016-10-16 20:30:10;-0.35
2016-10-16 20:40:10;-0.34
2016-10-16 20:50:12;-0.34
2016-10-16 21:00:10;-0.35
2016-10-16 21:10:10;-0.35
2016-10-16 21:20:11;-0.35
2016-10-16 21:30:12;-0.35
2016-10-16 21:40:11;-0.35
2016-10-16 21:50:10;-0.35
2016-10-16 22:00:10;-0.35
2016-10-16 22:10:11;-0.36
2016-10-16 22:20:11;-0.36
2016-10-16 22:30:10;-0.36
2016-10-16 22:40:10;-0.37
2016-10-16 22:50:10;-0.36
2016-10-16 23:00:10;-0.36
2016-10-16 23:10:11;-0.36
2016-10-16 23:20:10;-0.36
2016-10-16 23:30:10;-0.37
2016-10-16 23:40:10;-0.37
2016-10-16 23:50:11;-0.37
2016-10-17 00:00:10;-0.37
2016-10-17 00:10:11;-0.38
2016-10-17 00:20:10;-0.37
2016-10-17 00:30:10;-0.37
2016-10-17 00:40:11;-0.38
2016-10-17 00:50:10;-0.38
2016-10-17 01:00:11;-0.38
2016-10-17 01:10:11;-0.38
2016-10-17 01:20:12;-0.38
2016-10-17 01:30:11;-0.38
2016-10-17 01:40:11;-0.38
2016-10-17 01:50:11;-0.39
2016-10-17 02:00:11;-0.38
2016-10-17 02:10:12;-0.38
2016-10-17 02:20:11;-0.39
2016-10-17 02:30:10;-0.38
2016-10-17 02:40:12;-0.39
2016-10-17 02:50:11;-0.38
2016-10-17 03:00:10;-0.39
2016-10-17 03:10:10;-0.39
2016-10-17 03:20:10;-0.39
2016-10-17 03:30:10;-0.39
2016-10-17 03:40:10;-0.39
2016-10-17 03:50:11;-0.39
2016-10-17 04:00:10;-0.38
2016-10-17 04:10:10;-0.39
2016-10-17 04:20:11;-0.39
2016-10-17 04:30:10;-0.39
2016-10-17 04:40:10;-0.39
2016-10-17 04:50:11;-0.39
2016-10-17 05:00:10;-0.39
2016-10-17 05:10:10;-0.39
2016-10-17 05:20:10;-0.39
2016-10-17 05:30:12;-0.39
2016-10-17 05:40:10;-0.39
2016-10-17 05:50:10;-0.39
2016-10-17 06:00:11;-0.39
2016-10-17 06:10:10;-0.39
2016-10-17 06:20:10;-0.39
2016-10-17 06:30:10;-0.39
2016-10-17 06:40:10;-0.38
2016-10-17 06:50:10;-0.38
2016-10-17 07:00:10;-0.38
2016-10-17 07:10:10;-0.38
2016-10-17 07:20:10;-0.39
2016-10-17 07:30:11;-0.38
2016-10-17 07:40:11;-0.39
2016-10-17 07:50:10;-0.38
2016-10-17 08:00:10;-0.39
2016-10-17 08:10:10;-0.39
2016-10-17 08:20:10;-0.39
2016-10-17 08:30:10;-0.39
2016-10-17 08:40:12;-0.39
2016-10-17 09:00:11;-0.39
2016-10-17 09:10:11;-0.4
2016-10-17 09:20:10;-0.4
2016-10-17 09:30:11;-0.4
2016-10-17 09:40:10;-0.4
2016-10-17 09:50:10;-0.41
2016-10-17 10:00:10;-0.41
2016-10-17 10:10:11;-0.42
2016-10-17 10:30:10;-0.41
2016-10-17 10:40:12;-0.43
2016-10-17 10:50:10;-0.42
2016-10-17 11:00:10;-0.43
2016-10-17 11:10:10;-0.43
2016-10-17 11:20:11;-0.42
2016-10-17 11:30:10;-0.42
2016-10-17 11:40:10;-0.42
2016-10-17 11:50:10;-0.43
2016-10-17 12:00:10;-0.44
2016-10-17 12:10:10;-0.43
2016-10-17 12:20:11;-0.43
2016-10-17 12:30:10;-0.44
2016-10-17 12:50:12;-0.44
2016-10-17 13:00:10;-0.45
2016-10-17 13:10:10;-0.44
2016-10-17 13:20:11;-0.44
2016-10-17 13:30:11;-0.46
2016-10-17 13:40:10;-0.46
2016-10-17 13:50:10;-0.44
2016-10-17 14:00:10;-0.44
2016-10-17 14:10:10;-0.45
2016-10-17 14:20:10;-0.45
2016-10-17 14:30:10;-0.44
2016-10-17 14:40:10;-0.45
2016-10-17 14:50:11;-0.44
2016-10-17 15:00:10;-0.45
2016-10-17 15:10:10;-0.44
2016-10-17 15:20:10;-0.43
2016-10-17 15:30:10;-0.43
2016-10-17 15:40:10;-0.44
2016-10-17 15:50:12;-0.43
2016-10-17 16:00:12;-0.43
2016-10-17 16:10:10;-0.42
2016-10-17 16:20:12;-0.42
2016-10-17 16:30:11;-0.42
2016-10-17 16:40:10;-0.41
2016-10-17 16:50:11;-0.41
2016-10-17 17:00:10;-0.42
2016-10-17 17:10:10;-0.41
2016-10-17 17:20:10;-0.4
2016-10-17 17:30:11;-0.39
2016-10-17 17:40:10;-0.39
2016-10-17 17:50:10;-0.41
2016-10-17 18:00:11;-0.4
2016-10-17 18:10:10;-0.41
2016-10-17 18:20:10;-0.41
2016-10-17 18:30:10;-0.41
2016-10-17 18:40:10;-0.4
2016-10-17 18:50:11;-0.41
2016-10-17 19:00:10;-0.42
2016-10-17 19:10:10;-0.41
2016-10-17 19:20:10;-0.41
2016-10-17 19:30:11;-0.41
2016-10-17 19:40:11;-0.42
2016-10-17 19:50:10;-0.42
2016-10-17 20:00:10;-0.42
2016-10-17 20:10:16;-0.42
2016-10-17 20:20:10;-0.41
2016-10-17 20:30:10;-0.42
2016-10-17 20:40:10;-0.42
2016-10-17 20:50:10;-0.42
2016-10-17 21:00:10;-0.42
2016-10-17 21:10:12;-0.42
2016-10-17 21:20:10;-0.41
2016-10-17 21:30:11;-0.42
2016-10-17 21:40:10;-0.42
2016-10-17 21:50:10;-0.42
2016-10-17 22:00:10;-0.42
2016-10-17 22:10:10;-0.42
2016-10-17 22:20:10;-0.42
2016-10-17 22:30:12;-0.43
2016-10-17 22:40:10;-0.43
2016-10-17 22:50:10;-0.42
2016-10-17 23:00:10;-0.43
2016-10-17 23:10:10;-0.42
2016-10-17 23:20:10;-0.43
2016-10-17 23:30:12;-0.43
2016-10-17 23:40:11;-0.42
2016-10-17 23:50:15;-0.43
2016-10-18 00:00:10;-0.43
2016-10-18 00:10:12;-0.43
2016-10-18 00:20:10;-0.42
2016-10-18 00:30:11;-0.43
2016-10-18 00:40:10;-0.44
