LOCATION : ;Modesta Bridge, Brgy Fortune, Metro Manila
2012-09-29 06:40:14;27.9
2012-09-29 06:50:14;27.89
2012-09-29 07:00:14;27.89
2012-09-29 07:10:14;27.88
2012-09-29 07:20:14;27.9
2012-09-29 07:30:15;27.88
2012-09-29 07:40:15;27.89
2012-09-29 07:50:14;27.88
2012-09-29 08:00:14;27.89
2012-09-29 08:10:14;27.89
2012-09-29 08:20:14;27.87
2012-09-29 08:30:14;27.88
2012-09-29 08:40:14;27.88
2012-09-29 08:50:16;27.88
2012-09-29 09:00:14;27.87
2012-09-29 09:10:14;27.87
2012-09-29 09:20:14;27.86
2012-09-29 09:30:14;27.86
2012-09-29 09:40:14;27.86
2012-09-29 09:50:14;27.85
2012-09-29 10:00:14;27.85
2012-09-29 10:10:14;27.86
2012-09-29 10:20:14;27.86
2012-09-29 10:30:14;27.85
2012-09-29 10:40:14;27.84
2012-09-29 10:50:14;27.85
2012-09-29 11:00:14;27.84
2012-09-29 11:10:14;27.85
2012-09-29 11:20:14;27.85
2012-09-29 11:30:14;27.86
2012-09-29 11:40:14;27.84
2012-09-29 11:50:14;27.84
2012-09-29 12:00:14;27.84
2012-09-29 12:10:14;27.84
2012-09-29 12:20:14;27.85
2012-09-29 12:30:14;27.85
2012-09-29 12:40:14;27.85
2012-09-29 12:50:14;27.85
2012-09-29 13:00:14;27.84
2012-09-29 13:10:16;27.85
2012-09-29 13:20:14;27.84
2012-09-29 13:30:14;27.85
2012-09-29 13:40:14;27.85
2012-09-29 13:50:14;27.85
2012-09-29 14:00:14;27.84
2012-09-29 14:10:14;27.85
2012-09-29 14:20:16;27.85
2012-09-29 14:30:14;27.85
2012-09-29 14:40:14;27.85
2012-09-29 14:50:14;27.85
2012-09-29 15:00:14;27.86
2012-09-29 15:10:14;27.86
2012-09-29 15:20:14;27.86
2012-09-29 15:30:14;27.87
2012-09-29 15:40:38;27.91
2012-09-29 15:50:38;27.96
2012-09-29 16:10:44;28.01
2012-09-29 16:30:38;27.97
2012-09-29 16:40:44;27.94
2012-09-29 16:50:33;27.95
2012-09-29 17:00:14;27.99
2012-09-29 17:10:14;28.08
2012-09-29 17:20:14;28.21
2012-09-29 17:30:14;28.25
2012-09-29 17:40:14;28.28
2012-09-29 17:50:14;28.27
2012-09-29 18:00:14;28.25
2012-09-29 18:10:14;28.21
2012-09-29 18:20:14;28.17
2012-09-29 18:30:14;28.15
2012-09-29 18:40:14;28.11
2012-09-29 18:50:14;28.09
2012-09-29 19:00:14;28.08
2012-09-29 19:10:14;28.06
2012-09-29 19:20:14;28.05
2012-09-29 19:30:14;28.03
2012-09-29 19:40:14;28.02
2012-09-29 19:50:14;28.0
2012-09-29 20:00:14;27.99
2012-09-29 20:10:14;27.98
2012-09-29 20:20:16;27.96
2012-09-29 20:30:14;27.95
2012-09-29 20:40:14;27.95
2012-09-29 20:50:14;27.95
2012-09-29 21:00:14;27.94
2012-09-29 21:10:14;27.93
2012-09-29 21:20:14;27.93
2012-09-29 21:30:14;27.93
2012-09-29 21:40:14;27.91
2012-09-29 21:50:14;27.91
2012-09-29 22:00:14;27.91
2012-09-29 22:10:14;27.9
2012-09-29 22:20:14;27.9
2012-09-29 22:30:15;27.9
2012-09-29 22:40:14;27.9
2012-09-29 22:50:14;27.89
2012-09-29 23:00:14;27.89
2012-09-29 23:10:14;27.89
2012-09-29 23:20:14;27.88
2012-09-29 23:30:14;27.88
2012-09-29 23:40:14;27.88
2012-09-29 23:50:14;27.88
2012-09-30 00:00:14;27.87
2012-09-30 00:10:14;27.87
2012-09-30 00:20:16;27.88
2012-09-30 00:30:14;27.88
2012-09-30 00:40:14;27.87
2012-09-30 00:50:14;27.9
2012-09-30 01:00:14;27.92
2012-09-30 01:10:14;27.95
2012-09-30 01:20:14;28.02
2012-09-30 01:30:14;28.03
2012-09-30 01:40:14;28.04
2012-09-30 01:50:15;28.03
2012-09-30 02:00:14;28.06
2012-09-30 02:10:14;28.08
2012-09-30 02:20:15;28.11
2012-09-30 02:30:17;28.18
2012-09-30 02:40:14;28.27
2012-09-30 02:50:14;28.35
2012-09-30 03:00:14;28.35
2012-09-30 03:10:15;28.36
2012-09-30 03:20:14;28.38
2012-09-30 03:30:14;28.36
2012-09-30 03:40:14;28.32
2012-09-30 03:50:14;28.3
2012-09-30 04:00:14;28.26
2012-09-30 04:10:14;28.24
2012-09-30 04:20:15;28.21
2012-09-30 04:30:16;28.18
2012-09-30 04:40:14;28.13
2012-09-30 04:50:14;28.12
2012-09-30 05:00:14;28.1
2012-09-30 05:10:14;28.08
2012-09-30 05:20:14;28.06
2012-09-30 05:30:14;28.03
2012-09-30 05:40:14;28.03
2012-09-30 05:50:14;28.02
2012-09-30 06:00:14;28.01
2012-09-30 06:10:14;27.99
2012-09-30 06:20:14;27.99
2012-09-30 06:30:14;27.98
2012-09-30 06:40:14;27.97
2012-09-30 06:50:15;27.97
2012-09-30 07:00:14;27.97
2012-09-30 07:10:14;27.97
2012-09-30 07:20:14;27.96
2012-09-30 07:30:14;27.95
2012-09-30 07:40:14;27.94
2012-09-30 07:50:14;27.94
2012-09-30 08:00:14;27.94
2012-09-30 08:10:14;27.92
2012-09-30 08:20:14;27.92
2012-09-30 08:30:16;27.92
2012-09-30 08:40:14;27.91
2012-09-30 08:50:14;27.91
2012-09-30 09:00:14;27.91
2012-09-30 09:10:14;27.91
2012-09-30 09:20:14;27.91
2012-09-30 09:30:14;27.91
2012-09-30 09:40:14;27.89
2012-09-30 09:50:14;27.89
2012-09-30 10:00:14;27.9
2012-09-30 10:10:14;27.9
2012-09-30 10:20:14;27.89
2012-09-30 10:30:18;27.89
2012-09-30 10:40:14;27.89
2012-09-30 10:50:14;27.9
2012-09-30 11:00:14;27.9
2012-09-30 11:10:14;27.9
2012-09-30 11:20:14;27.9
2012-09-30 11:30:14;27.89
2012-09-30 11:40:16;27.89
2012-09-30 11:50:14;27.9
2012-09-30 12:00:14;27.89
2012-09-30 12:10:14;27.9
2012-09-30 12:20:14;27.9
2012-09-30 12:30:14;27.9
2012-09-30 12:40:14;27.89
2012-09-30 12:50:14;27.89
2012-09-30 13:00:14;27.89
2012-09-30 13:10:14;27.89
2012-09-30 13:20:14;27.89
2012-09-30 13:30:14;27.88
2012-09-30 13:40:14;27.89
2012-09-30 13:50:14;27.89
2012-09-30 14:00:14;27.89
2012-09-30 14:10:15;27.89
2012-09-30 14:20:14;27.89
2012-09-30 14:30:14;27.89
2012-09-30 14:40:14;27.89
2012-09-30 14:50:15;27.89
2012-09-30 15:00:14;27.89
2012-09-30 15:10:14;27.88
2012-09-30 15:20:14;27.89
2012-09-30 15:30:15;27.88
2012-09-30 15:40:14;27.88
2012-09-30 15:50:16;27.88
2012-09-30 16:00:14;27.88
2012-09-30 16:10:14;27.88
2012-09-30 16:20:14;27.87
2012-09-30 16:30:16;27.88
2012-09-30 16:40:14;27.88
2012-09-30 16:50:14;27.88
2012-09-30 17:00:14;27.88
2012-09-30 17:10:15;27.88
2012-09-30 17:20:14;27.88
2012-09-30 17:30:14;27.87
2012-09-30 17:40:14;27.87
2012-09-30 17:50:14;27.87
2012-09-30 18:00:14;27.88
2012-09-30 18:10:14;27.88
2012-09-30 18:20:15;27.89
2012-09-30 18:30:15;27.89
2012-09-30 18:40:14;27.89
2012-09-30 18:50:16;27.89
2012-09-30 19:00:14;27.89
2012-09-30 19:10:16;27.89
2012-09-30 19:20:16;27.9
2012-09-30 19:30:16;27.9
2012-09-30 19:40:14;27.92
2012-09-30 19:50:14;27.95
2012-09-30 20:00:14;27.96
2012-09-30 20:10:14;27.96
2012-09-30 20:20:16;27.97
2012-09-30 20:30:16;27.97
2012-09-30 20:40:14;27.99
2012-09-30 20:50:17;28.02
2012-09-30 21:00:14;28.06
2012-09-30 21:10:14;28.1
2012-09-30 21:20:14;28.1
2012-09-30 21:30:14;28.09
2012-09-30 21:40:14;28.09
2012-09-30 21:50:14;28.07
2012-09-30 22:00:14;28.07
2012-09-30 22:10:16;28.07
2012-09-30 22:20:16;28.05
2012-09-30 22:30:14;28.05
2012-09-30 22:40:16;28.04
2012-09-30 22:50:14;28.04
2012-09-30 23:00:14;28.03
2012-09-30 23:10:14;28.03
2012-09-30 23:20:14;28.03
2012-09-30 23:30:14;28.04
2012-09-30 23:40:14;28.03
2012-09-30 23:50:14;28.03
2012-10-01 00:00:14;28.04
2012-10-01 00:10:14;28.03
2012-10-01 00:20:14;28.03
2012-10-01 00:30:14;28.03
2012-10-01 00:40:14;28.03
2012-10-01 00:50:14;28.01
2012-10-01 01:00:14;28.01
2012-10-01 01:10:14;28.0
2012-10-01 01:20:14;27.99
2012-10-01 01:30:14;27.99
2012-10-01 01:40:16;27.98
2012-10-01 01:50:14;27.97
2012-10-01 02:00:14;27.97
2012-10-01 02:10:14;27.96
2012-10-01 02:20:14;27.96
2012-10-01 02:30:14;27.94
2012-10-01 02:40:14;27.94
2012-10-01 02:50:14;27.94
2012-10-01 03:00:14;27.93
2012-10-01 03:10:14;27.93
2012-10-01 03:20:14;27.92
2012-10-01 03:30:14;27.93
2012-10-01 03:40:14;27.92
2012-10-01 03:50:14;27.92
2012-10-01 04:00:14;27.92
2012-10-01 04:10:14;27.92
2012-10-01 04:20:14;27.91
2012-10-01 04:30:14;27.92
2012-10-01 04:40:14;27.91
2012-10-01 04:50:14;27.91
2012-10-01 05:00:14;27.92
2012-10-01 05:10:14;27.91
2012-10-01 05:20:14;27.97
2012-10-01 05:30:16;28.01
2012-10-01 05:40:16;28.05
2012-10-01 05:50:14;28.08
2012-10-01 06:00:14;28.1
2012-10-01 06:10:14;28.13
2012-10-01 06:20:14;28.18
2012-10-01 06:30:14;28.37
2012-10-01 06:40:14;28.5
2012-10-01 06:50:14;28.43
2012-10-01 07:00:14;28.39
2012-10-01 07:10:14;28.41
2012-10-01 07:20:16;28.44
2012-10-01 07:30:14;28.41
2012-10-01 07:40:14;28.43
2012-10-01 07:50:14;28.44
2012-10-01 08:00:14;28.46
2012-10-01 08:10:15;28.39
2012-10-01 08:20:14;28.4
2012-10-01 08:30:14;28.32
2012-10-01 08:40:14;28.31
2012-10-01 08:50:14;28.28
2012-10-01 09:00:14;28.26
2012-10-01 09:10:14;28.24
2012-10-01 09:20:16;28.2
2012-10-01 09:30:14;28.2
2012-10-01 09:40:14;28.18
2012-10-01 09:50:14;28.16
2012-10-01 10:00:14;28.15
2012-10-01 10:10:14;28.13
2012-10-01 10:20:14;28.11
2012-10-01 10:30:14;28.1
2012-10-01 10:40:14;28.09
2012-10-01 10:50:14;28.09
2012-10-01 11:00:14;28.07
2012-10-01 11:10:14;28.07
2012-10-01 11:20:14;28.08
2012-10-01 11:30:14;28.07
2012-10-01 11:40:14;28.05
2012-10-01 11:50:14;28.05
2012-10-01 12:00:14;28.06
2012-10-01 12:10:14;28.05
2012-10-01 12:20:14;28.04
2012-10-01 12:30:14;28.04
2012-10-01 12:40:14;28.03
2012-10-01 12:50:14;28.03
2012-10-01 13:00:14;28.03
2012-10-01 13:10:16;28.01
2012-10-01 13:20:14;28.03
2012-10-01 13:30:15;28.02
2012-10-01 13:40:14;28.02
2012-10-01 13:50:14;28.02
2012-10-01 14:00:14;28.0
2012-10-01 14:10:14;28.01
2012-10-01 14:20:14;28.04
2012-10-01 14:30:15;28.05
2012-10-01 14:40:14;28.06
2012-10-01 14:50:14;28.05
2012-10-01 15:00:14;28.06
2012-10-01 15:10:14;28.08
2012-10-01 15:20:14;28.08
2012-10-01 15:30:14;28.11
2012-10-01 15:40:16;28.18
2012-10-01 15:50:16;28.23
2012-10-01 16:00:14;28.22
2012-10-01 16:10:16;28.23
2012-10-01 16:20:15;28.15
2012-10-01 16:30:14;28.21
2012-10-01 16:40:14;28.2
2012-10-01 16:50:14;28.18
2012-10-01 17:00:14;28.16
2012-10-01 17:10:15;28.15
2012-10-01 17:20:14;28.12
2012-10-01 17:30:14;28.1
2012-10-01 17:40:14;28.09
2012-10-01 17:50:14;28.08
2012-10-01 18:00:14;28.07
2012-10-01 18:10:14;28.06
2012-10-01 18:20:14;28.04
2012-10-01 18:30:14;28.04
2012-10-01 18:40:16;28.03
2012-10-01 18:50:14;28.06
2012-10-01 19:00:14;28.05
2012-10-01 19:10:14;28.03
2012-10-01 19:20:14;28.03
2012-10-01 19:30:15;28.03
2012-10-01 19:40:14;28.02
2012-10-01 19:50:14;28.02
2012-10-01 20:00:14;28.02
2012-10-01 20:10:14;28.04
2012-10-01 20:20:14;28.06
2012-10-01 20:30:14;28.09
2012-10-01 20:40:14;28.1
2012-10-01 20:50:14;28.12
2012-10-01 21:00:14;28.12
2012-10-01 21:10:15;28.12
2012-10-01 21:20:14;28.14
2012-10-01 21:30:14;28.13
2012-10-01 21:40:14;28.12
2012-10-01 21:50:14;28.11
2012-10-01 22:00:14;28.1
2012-10-01 22:10:14;28.08
2012-10-01 22:20:14;28.07
2012-10-01 22:30:14;28.07
2012-10-01 22:40:14;28.05
2012-10-01 22:50:16;28.05
2012-10-01 23:00:14;28.04
2012-10-01 23:10:14;28.03
2012-10-01 23:20:15;28.02
2012-10-01 23:30:14;28.01
2012-10-01 23:40:14;28.01
2012-10-01 23:50:14;28.0
2012-10-02 00:00:14;27.99
2012-10-02 00:10:14;27.99
2012-10-02 00:20:14;27.98
2012-10-02 00:30:14;27.98
2012-10-02 00:40:14;27.97
2012-10-02 00:50:14;27.96
2012-10-02 01:00:14;27.97
2012-10-02 01:10:14;27.96
2012-10-02 01:20:14;27.97
2012-10-02 01:30:14;27.97
2012-10-02 01:40:14;27.95
2012-10-02 01:50:14;27.96
2012-10-02 02:00:14;27.95
2012-10-02 02:10:14;27.95
2012-10-02 02:20:14;27.96
2012-10-02 02:30:14;27.95
2012-10-02 02:40:15;27.95
2012-10-02 02:50:14;27.95
2012-10-02 03:00:14;27.94
2012-10-02 03:10:14;27.94
2012-10-02 03:20:14;27.94
2012-10-02 03:30:14;27.93
2012-10-02 03:40:16;27.93
2012-10-02 03:50:14;27.93
2012-10-02 04:00:14;27.93
2012-10-02 04:10:14;27.92
2012-10-02 04:20:14;27.93
2012-10-02 04:30:16;27.92
2012-10-02 04:40:14;27.92
2012-10-02 04:50:14;27.93
2012-10-02 05:00:14;27.91
2012-10-02 05:10:14;27.92
2012-10-02 05:20:14;27.92
2012-10-02 05:30:15;27.92
2012-10-02 05:40:14;27.91
2012-10-02 05:50:15;27.9
2012-10-02 06:00:14;27.9
2012-10-02 06:10:14;27.89
2012-10-02 06:20:14;27.89
2012-10-02 06:30:14;27.88
2012-10-02 06:40:16;27.88
2012-10-02 06:50:14;27.88
2012-10-02 07:00:14;27.89
2012-10-02 07:10:14;27.88
2012-10-02 07:20:17;27.87
2012-10-02 07:30:16;27.88
2012-10-02 07:40:14;27.88
2012-10-02 07:50:14;27.87
2012-10-02 08:00:14;27.88
2012-10-02 08:10:16;27.88
2012-10-02 08:20:14;27.88
2012-10-02 08:30:14;27.88
2012-10-02 08:40:14;27.88
2012-10-02 08:50:15;27.86
2012-10-02 09:00:14;27.87
2012-10-02 09:10:14;27.88
2012-10-02 09:20:18;27.89
2012-10-02 09:30:14;27.91
2012-10-02 09:40:14;27.9
2012-10-02 09:50:15;27.9
2012-10-02 10:00:14;27.9
2012-10-02 10:10:14;27.91
2012-10-02 10:20:14;27.91
2012-10-02 10:30:14;27.91
2012-10-02 10:40:14;27.91
2012-10-02 10:50:14;27.9
2012-10-02 11:00:14;27.9
2012-10-02 11:10:14;27.9
2012-10-02 11:20:14;27.91
2012-10-02 11:30:14;27.91
2012-10-02 11:40:14;27.91
2012-10-02 11:50:14;27.91
2012-10-02 12:00:14;27.91
2012-10-02 12:10:14;27.89
2012-10-02 12:20:16;27.9
2012-10-02 12:30:14;27.91
2012-10-02 12:40:14;27.91
2012-10-02 12:50:14;27.9
2012-10-02 13:00:14;27.89
2012-10-02 13:10:14;27.9
2012-10-02 13:20:14;27.9
2012-10-02 13:30:14;27.9
2012-10-02 13:40:14;27.9
2012-10-02 13:50:14;27.9
2012-10-02 14:00:14;27.89
2012-10-02 14:10:14;27.89
2012-10-02 14:20:14;27.88
2012-10-02 14:30:14;27.88
2012-10-02 14:40:14;27.89
2012-10-02 14:50:14;27.88
2012-10-02 15:00:14;27.88
2012-10-02 15:10:14;27.88
2012-10-02 15:20:14;27.89
2012-10-02 15:30:14;27.89
2012-10-02 15:40:14;27.88
2012-10-02 15:50:16;27.88
2012-10-02 16:00:14;27.88
2012-10-02 16:10:14;27.88
2012-10-02 16:20:14;27.88
2012-10-02 16:30:14;27.87
2012-10-02 16:40:14;27.87
2012-10-02 16:50:14;27.88
2012-10-02 17:00:14;27.88
2012-10-02 17:10:14;27.87
2012-10-02 17:20:14;27.87
2012-10-02 17:30:14;27.87
2012-10-02 17:40:14;27.86
2012-10-02 17:50:14;27.86
2012-10-02 18:00:14;27.87
2012-10-02 18:10:14;27.86
2012-10-02 18:20:14;27.87
2012-10-02 18:30:15;27.87
2012-10-02 18:40:14;27.86
2012-10-02 18:50:14;27.86
2012-10-02 19:00:14;27.86
2012-10-02 19:10:15;27.86
2012-10-02 19:20:14;27.86
2012-10-02 19:30:14;27.86
2012-10-02 19:40:14;27.86
2012-10-02 19:50:14;27.86
2012-10-02 20:00:14;27.86
2012-10-02 20:10:14;27.86
2012-10-02 20:20:14;27.86
2012-10-02 20:30:14;27.86
2012-10-02 20:40:14;27.86
2012-10-02 20:50:14;27.86
2012-10-02 21:00:14;27.86
2012-10-02 21:10:14;27.86
2012-10-02 21:20:16;27.85
2012-10-02 21:30:14;27.85
2012-10-02 21:40:14;27.85
2012-10-02 21:50:16;27.85
2012-10-02 22:00:14;27.85
2012-10-02 22:10:14;27.84
2012-10-02 22:20:14;27.85
2012-10-02 22:30:15;27.85
2012-10-02 22:40:17;27.85
2012-10-02 22:50:14;27.84
2012-10-02 23:00:14;27.85
2012-10-02 23:10:15;27.85
2012-10-02 23:20:14;27.85
2012-10-02 23:30:14;27.84
2012-10-02 23:40:14;27.85
2012-10-02 23:50:14;27.84
2012-10-03 00:00:14;27.84
2012-10-03 00:10:14;27.84
2012-10-03 00:20:14;27.84
2012-10-03 00:30:14;27.84
2012-10-03 00:40:14;27.85
2012-10-03 00:50:14;27.84
2012-10-03 01:00:14;27.85
2012-10-03 01:10:14;27.84
2012-10-03 01:20:14;27.84
2012-10-03 01:30:14;27.84
2012-10-03 01:40:15;27.84
2012-10-03 01:50:14;27.84
2012-10-03 02:00:14;27.84
2012-10-03 03:00:17;27.83
